OBJECTID,parkName,altPrkName,parkAddr,addressFull,prkAcreage,bcrpPark,parkOprtr,parkClass,ctyOwndPrk,bcrpAmnty,parkDstrct,cnclDstrct,policeDstrct,lgsltvDstrct,friendsGroup,Shape__Area,Shape__Length,perTreeCover18,perGreenSpace18,perUndvlpEst18,undvlpAcreage18,siteID
112,Irvington Park, ,342 Martingale Ave,"342 MARTINGALE AVE, BALTIMORE, MD, 21229",12.5177590598322,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,545275.766052246,4721.6240953509,51.8159962699857,98.7382065867974,34.747678016468,4.34966541020663,P112
113,Jack Paulsen Park,Lucille Park,4700 Reisterstown Rd,"4700 REISTERSTOWN RD, BALTIMORE, MD, 21215",6.726742180074,Y,BCRP,Neighborhood Park,Y,,Druid Hill,6,Northern/Northwestern,40,Unknown,293018.061706543,3540.08886737375,19.7070297315302,79.4898222147869,9.42412470534616,0.633941643175226,P113
114,Janney Street Park, ,140 N Janney St,"140 NORTH JANNEY ST, BALTIMORE, MD, 21224",1.70687051140288,Y,BCRP/Pompeian INC,Mini Park,Partially,,Patterson,1,Southeastern,46,Unknown,74351.5767211914,1293.88259957251,43.8475229003916,81.7596802588027,57.8362314028049,0.987197476277326,P114
115,Johnston Square Park, ,800 E Biddle St,"800 EAST BIDDLE ST, BALTIMORE, MD, 21202",3.01804074162195,Y,BCRP,Neighborhood Park,Y,,Patterson,12,Central,45,Unknown,131466.380493164,1443.7476563687,6.33511237522719,80.2652281746846,4.75335029645217,0.143459196209061,P115
116,Joseph E. Lee Park, ,6200 E Pratt St,"6200 EAST PRATT ST, BALTIMORE, MD, 21224",24.3182214503484,Y,BCRP,Neighborhood Park,Y,,Patterson,2,Southeastern,46,Unknown,1059305.96380615,5150.22554740846,10.2883106574187,95.8078822046555,0.37419398227835,0.0909980492465368,P116
117,Kevin & Woodridge Park, ,4210 Woodridge Rd,"4210 WOODRIDGE RD, BALTIMORE, MD, 21229",0.582595568806124,Y,BCRP,Mini Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,25377.9645385742,640.698276261373,15.8516773379879,80.7370996188003,17.2258873952631,0.100358059514403,P117
118,Keyes Park, ,3401 Taylor Ave,"3401 TAYLOR AVE, BALTIMORE, MD, 21234",13.569469468351,Y,BCRP,Neighborhood Park,Y,,Clifton,2,Northeastern,45,Unknown,591088.454650879,4263.06338700088,50.8419537058174,95.3964792936455,27.3967151307,3.71761863585129,P118
119,Keyworth Ave Park, ,2610 Keyworth Ave (Rear),"2610 KEYWORTH AVE, BALTIMORE, MD, 21215 (REAR)",0.198876165290829,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,40,Unknown,8663.08044433594,381.036462888505,24.6687975719675,45.3971252489798,4.97482931448161,0.00989382892079897,P119
120,Kimberleligh Road Park, ,4714 Kimberleigh Rd,"4716 KIMBERLEIGH RD, BALTIMORE, MD, 21212",0.275160882661639,Y,BCRP,Mini Park,Y,,Clifton,4,Northeastern,43,Unknown,11986.0560302734,450.795404806465,9.92362986397839,22.94184998768,,,P120
121,King & Kennedy Park,Barclay Park/Calvert St Park,2209 Hunter St,"2209 HUNTER ST, BALTIMORE, MD, 21218",0.266262966969938,Y,BCRP,Neighborhood Park,Y,,Clifton,12,Eastern,43,Unknown,11598.4613037109,650.066022624448,53.601562579994,63.4318831348865,13.54495579641,0.03606548970134,P121
122,Lafayette & Aiken Park, ,1800 Aiken St,"1800 AIKEN ST, BALTIMORE, MD, 21213",0.159172474844777,Y,BCRP,Mini Park,Y,,Patterson,12,Eastern,45,Unknown,6933.58074951172,344.272615411236,20.3099794750006,29.8330925072163,0.465709586571147,0.000741287404816124,P122
123,Lafayette & Payson Park, ,2001 W Lafayette Ave,"2001 WEST LAFAYETTE AVE, BALTIMORE, MD, 21217",0.399349885492786,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,17395.7506103516,548.09910635887,11.8099408279765,33.006551282424,1.67707984530299,0.00669747002143953,P123
124,Lafayette Square Park, ,816 N Arlington Ave,"816 NORTH ARLINGTON AVE, BALTIMORE, MD, 21217",3.34177426518408,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,9,Western,40,Unknown,145568.269287109,1513.17191669847,65.2938822729861,93.0784464784873,61.1318782266443,2.04290571759838,P124
125,Lakeland Park,Wegworth Park,2761 Wegworth La,"2761 WEGWORTH LN, BALTIMORE, MD, 21230",12.5499163533583,Y,BCRP,Neighborhood Park,Y,,Carroll,10,Southern,46,Yes,546676.543212891,3139.63332669946,40.2839726297565,94.7939755982841,35.1368893677315,4.40968550220052,P125
126,Latrobe Park, ,1529 Fort Ave,"1529 EAST FORT AVE, BALTIMORE, MD, 21230",18.0555186428417,Y,BCRP,Neighborhood Park,Y,,Carroll,11,Southern,46,Unknown,786501.538024902,4185.89690561602,23.2966368225284,86.2398573359876,2.28829195199687,0.413166285315807,P126
127,Lehigh & Gough Park,Gloria Hertzfelt Playground ,4500 Gough St,"4500 GOUGH ST, BALTIMORE, MD, 21224",0.0863192597834041,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,3760.08197021484,265.986358297364,23.7559630876399,33.0691626065414,26.9708620439918,0.0232812347228959,P127
128,Little Lithuania Park, ,836 Hollins St,"836 HOLLINS ST, BALTIMORE, MD, 21201",0.788224562739441,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,34335.19921875,752.265456515698,49.898300576266,89.2400601603491,16.7724819459632,0.132205880122988,P128
129,Lower Gwynns Falls Park, ,525 Hurley Ave,"525 HURLEY AVE, BALTIMORE, MD, 21223",16.0899125630665,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,"9,10",Southwestern,40,Unknown,700879.394470215,4182.14793294382,47.1291408678713,95.3038461124525,32.1005150004328,5.16498611562867,P129
130,Luzerne Ave Park, ,2601 E Biddle St (rear),"2601 EAST BIDDLE ST, BALTIMORE, MD, 21213 (REAR)",0.625463131191521,Y,BCRP,Mini Park,Y,,Patterson,13,Southeastern,45,Unknown,27245.2829589844,660.491398522474,12.4998733271705,50.4863779092669,0.220216837210473,0.00137738614448366,P130
131,Madison & Whitelock Park, ,2325 Madison Ave,"2325 MADISON AVE, BALTIMORE, MD, 21217",0.367247147697895,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,15997.3497314453,521.25365257747,23.3262770071861,28.4431232305427,0.850067136122543,0.00312187228583058,P131
132,Madison Square Park,"Nathan C. Irby, Jr. Park ",1050 N Caroline St,"1050 NORTH CAROLINE ST, BALTIMORE, MD, 21205",4.62558529913126,Y,BCRP,Neighborhood Park,Y,,Patterson,12,Central,45,Unknown,201491.301635742,1806.90606992132,25.0089168806252,91.0146143733089,45.6664615560778,2.11235803118492,P132
133,Maisel Street Park, ,1900 Maisel St,"1900 MAISEL ST, BALTIMORE, MD, 21230",6.8549300816726,Y,BCRP,Forest,Y,,Carroll,10,Southern,40,Unknown,298601.94909668,3184.78240889365,79.4570585112936,91.152240995729,77.8235963213833,5.33479579311226,P133
134,Maple Leaf Park, ,709 W North Ave,"709 WEST NORTH AVE, BALTIMORE, MD, 21217",1.29490066711457,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,56406.0986328125,1267.83809047921,62.9228461261939,86.0656254364555,74.2433076822067,0.961384777519963,P134
135,McMechen & Etting Park, ,520 McMechen St,"520 MCMECHEN ST, BALTIMORE, MD, 21217",0.88140288939265,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,38394.0635986328,1532.68763365731,71.9868998769674,87.3395870691952,19.248913202758,0.169661834436396,P135
136,Miles Ave Park, ,2657 Miles Ave,"2657 MILES AVE, BALTIMORE, MD, 21211",0.0657468342068265,Y,BCRP,Green Space,Y,,Druid Hill,12,Northern,43,Unknown,2863.94354248047,215.260706107609,39.9833853945097,92.0962429477991,2.84816828769594,0.00187259546276162,P136
137,Montebello Park, ,2920 Harford Rd,"2920 HARFORD RD, BALTIMORE, MD, 21218",0.942298958517004,Y,BCRP,Mini Park,Y,,Clifton,14,Eastern,45,Unknown,41046.7067871094,813.437161091596,44.1085456135223,87.8017712970408,2.31399012380547,0.0218048792753161,P137
138,Montpelier & 30th Street Park, ,801 Montpelier St (Rear),"801 MONTPELIER ST, BALTIMORE, MD, 21218 (REAR)",1.45836104870758,Y,BCRP,Green Space,Y,,Clifton,14,Northern,43,Unknown,63526.4616088867,1151.14941306878,35.60521060387,97.9924496164907,9.87440905759182,0.144005687528016,P138
139,Moore's Run Park, ,4901 Denview Way,"4901 DENVIEW WAY, BALTIMORE, MD, 21206",68.8600515502227,Y,BCRP,Forest,Y,,Clifton,2,Northeastern,45,Unknown,2999555.84399414,20369.4307953733,74.240097065015,97.3724698186676,82.2460588778893,56.6351316210348,P139
140,Morrell Park, ,2415 Tolley St,"2415 TOLLEY ST, BALTIMORE, MD, 21230",14.5265307195625,Y,BCRP,Neighborhood Park,Y,,Carroll,10,Southern,40,Unknown,632778.209289551,4862.4917334024,51.0715333600244,86.6947345983985,24.0700372397895,3.49656932631884,P140
141,"Mosher, Franklintown & Rosedale", ,N Franklintown Rd & Mosher St,"NORTH FRANKLINTOWN RD & MOSHER ST, BALTIMORE, MD, 21216",1.03461423846979,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Western,40,Unknown,45067.9767456055,1587.38260856233,27.7738786312239,88.7713534473863,83.7497190639235,0.866493450040608,P141
142,Mount Olivet & Phelps Lane, ,2905 W Baltimore St,"2905 WEST BALTIMORE ST, BALTIMORE, MD, 21223",6.0722183532471,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,264506.889526367,3918.97780505432,27.8636530920874,93.1003759523262,23.2997695799979,1.41482420326059,P142
143,Lady Baltimore Park,Mount Royal Terrace Park,Mount Royal Ter & Lennox St,"MOUNT ROYAL TER & LENNOX ST, BALTIMORE, MD, 21217",1.91687160102382,Y,BCRP,Green Space,Y,,Druid Hill,7,Western,40,Unknown,83499.260559082,2288.29346003593,78.2612972123499,96.8679916690212,58.0871136024857,1.11346429218811,P143
144,Mount Vernon Square Park,Mount Vernon Place,1 W Mt Vernon Pl,"1 WEST MOUNT VERNON PL, BALTIMORE, MD, 21201",2.32450285308707,Y,BCRP,Civic Space,Y,,Carroll,11,Central,46,Unknown,101255.749145508,2975.03841369483,47.5627727547687,74.8229024621603,44.9136980778852,1.04402854545066,P144
145,Mullan Park, ,4000 Old York Rd,"4000 OLD YORK RD, BALTIMORE, MD, 21218",1.06614237088823,Y,BCRP,Neighborhood Park,Y,,Clifton,4,Northern,43,Unknown,46441.3473510742,1284.02143458929,32.9791406832936,92.1112847812172,47.7776934111358,0.509382308335437,P145
146,Mund Park, ,2323 Greenmount Ave,"2323 GREENMOUNT AVE, BALTIMORE, MD, 21218",1.91915942635019,Y,BCRP,Neighborhood Park,Y,,Clifton,12,Eastern,43,Unknown,83598.9189453125,1260.54181402743,6.85251773534726,65.2358539671475,6.59725527986238,0.126612859483702,P146
147,Newington Avenue Park, ,699 Newington Ave,"699 NEWINGTON AVE, BALTIMORE, MD, 21217",0.110790672619203,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,4826.06097412109,322.023626675694,90.2663706912278,98.9941271140473,,,P147
148,North & Woodbrook Park, ,1400 W North Ave,"1400 WEST NORTH AVE, BALTIMORE, MD, 21217",0.157135677339174,Y,BCRP,Green Space,Y,,Druid Hill,7,Western,40,Unknown,6844.857421875,476.087256541672,86.9020565969823,87.5049064598953,5.58913718180383,0.00878259882862292,P148
149,North Harford Park, ,6800 Hamlet Ave,"6800 HAMLET AVE, BALTIMORE, MD, 21234",9.08773662674118,Y,BCRP,Neighborhood Park,Y,,Clifton,3,Northeastern,45,Unknown,395863.390869141,2607.55934478181,3.7033446127193,85.3576479177108,0.221666582607552,0.0201446363734795,P149
150,Northwest Park, ,2101 W Rogers Ave,"2101 WEST ROGERS AVE, BALTIMORE, MD, 21209",47.5763679898,N,State of Maryland,Alternate Provider - Neighborhood Park,N,,Druid Hill,5,Northwestern,41,Yes,2072426.58947754,7511.74987830178,65.4390897471901,97.0282178590432,48.9705826537089,23.2985178040607,P150
151,O'Donnell Square Park, ,1021 S Linwood Ave,"1021 SOUTH LINWOOD AVE, BALTIMORE, MD, 21224",0.662680721644252,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,28866.4878540039,872.981030090628,29.1012496072795,76.6933851152647,25.1776970140587,0.166849079054796,P151
152,Oliver Park, ,1301 E Lanvale St,"1301 EAST LANVALE ST, BALTIMORE, MD, 21213",1.38337578975001,Y,BCRP,Neighborhood Park,Y,,Patterson,12,Eastern,45,Unknown,60260.0904541016,1052.42327078469,8.83593317666251,50.0595466990028,1.84934598281741,0.0255836092632705,P152
153,Orangeville Park, ,1000 N Janney St,"1000 NORTH JANNEY ST, BALTIMORE, MD, 21205",0.308833296857755,Y,BCRP,Mini Park,Y,,Patterson,13,Eastern,45,Unknown,13452.8322143555,458.534980087751,83.6894806274069,91.3580847573363,28.3157618906096,0.0874492005686671,P153
154,Pall Mall & Shirley, ,3902 Pall Mall Rd,"3902 PALL MALL RD, BALTIMORE, MD, 21215",0.520672513410217,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,40,Unknown,22680.5853271484,658.202712064869,49.4218783283466,82.6789064907477,34.6451449140468,0.18038918990777,P154
155,Pauline Faunteroy, ,1335 N Stricker St,"1335 NORTH STRICKER ST, BALTIMORE, MD, 21217",3.06563921946879,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,7,Western,40,Unknown,133539.778503418,1645.83690722694,38.7396025459581,96.0831835338183,15.1795770145201,0.465354789133742,P155
156,Pearlstone Park, ,1001 N Howard St,"1001 NORTH HOWARD ST, BALTIMORE, MD, 21201",2.16743134263736,Y,BCRP,Mini Park,Y,,Carroll,11,Central,40,Unknown,94413.6871948242,1665.97813524083,46.6471392976741,85.9810695086822,63.1845730881618,1.36949319673713,P156
157,Penhurst Park, ,4004 Penhurst Ave,"4004 PENHURST AVE, BALTIMORE, MD, 21215",1.38933421351722,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,6,Northwestern,41,Unknown,60519.640625,1007.44716603704,70.3487212754195,96.893439342507,62.4790976764217,0.868050424697931,P157
158,Penn & Melvin Street Park,Melvin St Tot Lot,655 Melvin Dr,"655 MELVIN DR, BALTIMORE, MD, 21230",0.353373928374252,Y,BCRP,Mini Park,Y,,Carroll,10,Southern,46,Unknown,15393.0299682617,529.82589368319,26.4903742819849,39.3219667659193,15.8043913233947,0.0558490452661411,P158
159,Pennsylvania Triangle Park, ,2000 Pennsylvania Ave,"2000 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",0.589862630120193,Y,BCRP,Civic Space,Y,,Gwynns Falls,7,Western,40,Unknown,25694.5186767578,813.208055254205,40.3452762765451,55.0449200232311,17.8596845681704,0.105348447910035,P159
160,Pentwood Park, ,1500 Pentwood Rd,"1500 PENTWOOD RD, BALTIMORE, MD, 21239",2.07651409036134,Y,BCRP,Green Space,Y,,Clifton,3,Northeastern,43,Unknown,90453.3153686523,2629.83395353805,69.6876369659547,96.3242170507968,28.7258793681121,0.596501704658368,P160
161,Perring Parkway / Pioneer Drive, ,6301 Perring Pkwy,"6301 PERRING PKWY, BALTIMORE, MD, 21214",7.79989466199317,Y,BCRP,Forest,Y,,Clifton,3,Northeastern,45,Unknown,339764.770568848,3998.34870770089,60.0480534471561,95.6694224630181,91.4678494571587,7.13445298270151,P161
162,Pleasant Place Park, ,3901 Pleasant Pl,"3901 PLEASANT PL, BALTIMORE, MD, 21211",0.402199967959329,Y,BCRP,Green Space,Y,,Druid Hill,14,Northern,40,Unknown,17519.9006958008,667.462995147901,40.0998838133669,88.7371423928747,3.86116854675826,0.0155297428954878,P162
163,Poplar Terrace Park, ,3001 Poplar Ter,"3001 POPLAR TER, BALTIMORE, MD, 21216",0.0884359625603759,Y,BCRP,Mini Park,Y,,Gwynns Falls,7,Northwestern,40,Unknown,3852.28594970703,260.445280770663,43.8076592938953,93.028885260054,,,P163
164,Powder Mill Park, ,5700 Liberty Heights & Perring Pkwy,"5700 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21207",77.4110038373848,Y,BCRP,Forest,Y,,Gwynns Falls,"5,8",Northwestern,41,Unknown,3372036.81451416,17401.0474911245,96.5674441945948,98.4909913495847,94.5270213049441,73.1749014871915,P164
165,Queensbury Park, ,3009 Spaulding Ave (Rear),"3009 SPAULDING AVE, BALTIMORE, MD, 21215",1.1726846811638,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,41,Unknown,51082.3489990234,986.371198161323,7.95999936304207,77.9095815037492,1.52345688068657,0.0178654883874256,P165
166,Quinton Street Park, ,400 Quinton St,"400 QUINTON ST, BALTIMORE, MD, 21224",3.15906963224676,Y,BCRP,Neighborhood Park,Y,,Patterson,2,Southeastern,46,Unknown,137609.623596191,2414.82219106685,48.8431303850854,84.1762891484135,79.7788352452983,2.52028911944686,P166
167,Radecke Park, ,5602 Radecke Ave,"5602 RADECKE AVE, BALTIMORE, MD, 21206",15.9666036688692,Y,BCRP,Neighborhood Park,Y,,Clifton,2,Northeastern,45,Unknown,695508.038024902,5796.30916098286,25.1493036396069,93.4384806273426,28.4798657052997,4.54730366091155,P167
168,Reedbird Park, ,201 Reedbird Ave,"201 REEDBIRD AVE, BALTIMORE, MD, 21225",40.7106032839915,Y,BCRP,Citywide Park,Y,,Carroll,10,Southern,46,Unknown,1773360.97235107,9920.21676197975,33.6195900030339,91.720228943609,24.787730816067,10.0913154859145,P168
169,Reservoir Hill Park, ,751 Reservoir St,"751 RESERVOIR ST, BALTIMORE, MD, 21217",0.384353883832826,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,16742.5220947266,778.329121887426,8.29098681434661,77.0914077421808,1.852614671912,0.0071206534090069,P169
170,Reverend Quille Park, ,502 Presstman St,"502 PRESSTMAN ST, BALTIMORE, MD, 21217",0.302518639049,N,National Railroad Passenger Corporation,Alternate Provider - Mini Park,N,,Druid Hill,7,Western,40,Unknown,13177.7119750977,652.074422176444,63.0373636511528,84.2722938259453,31.749088599468,0.0960472949282047,P170
171,Riverside Park, ,301 E Randall St,"301 EAST RANDALL ST, BALTIMORE, MD, 21230",20.1601894216899,Y,BCRP,Citywide Park,Y,,Carroll,11,Southern,46,Unknown,878181.364074707,3991.53180881857,30.6347353545549,82.8559406114141,2.65894254666078,0.536052142424994,P171
172,Robert & Mcculloh Park, ,424 Robert St,"424 ROBERT ST, BALTIMORE, MD, 21217",0.17294893248463,Y,BCRP,Green Space,Y,,Druid Hill,7,Western,40,Unknown,7533.68542480469,369.275618447318,21.9304364721361,72.1701813265944,6.41454494430736,0.0110939757564662,P172
173,Robert C. Marshall Park, ,1201 Pennsylvania Ave,"1201 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",5.80856341444441,Y,BCRP,Neighborhood Park,Y,,Druid Hill,11,Western,40,Unknown,253022.034362793,2443.62691093682,16.7931384913828,59.1439372157592,2.24376593290732,0.130331609734372,P173
174,Rokeby Road Park, ,4265 Rokeby Rd (Rear),"4265 ROKEBY RD, BALTIMORE, MD, 21229 (REAR)",0.366907347838462,Y,BCRP,Green Space,Y,,Gwynns Falls,8,Southwestern,41,Unknown,15982.548034668,612.593014890364,0.697698447629038,87.0713524346695,0.0709218792860649,0.000260219668076796,P174
175,Roosevelt Park, ,1201 W 36th St,"1201 WEST 36TH ST, BALTIMORE, MD, 21211",16.9945608458412,Y,BCRP,Citywide Park,Y,,Druid Hill,7,Northern,40,Unknown,740286.03112793,3478.95036031381,23.3900481023422,86.2361272910642,17.2088517959131,2.92459218599438,P175
176,Rosemont Park, ,840 N Franklintown Rd,"840 NORTH FRANKLINTOWN RD, BALTIMORE, MD, 21216",0.580946100297214,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Western,40,Unknown,25306.1132202148,640.690743192125,71.6268147105466,92.2305630625179,10.9675585748797,0.0637161135659554,P176
177,Rozena Ridgley Park, ,1511 Mucculloh St,"1511 MCCULLOH ST, BALTIMORE, MD, 21217",0.192502962213085,Y,BCRP,Green Space,Y,,Druid Hill,11,Western,40,Unknown,8385.46264648438,377.289332639223,26.6893676143227,93.7881106952372,4.47120574249293,0.00860727235891275,P177
178,Rutter's Mill Park, ,1402 Rutter St,"1402 RUTTER ST, BALTIMORE, MD, 21217",0.212191203881183,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,9243.08575439453,429.391546868542,99.9999259909426,99.999925990923,,,P178
179,Saint Casmir's Park, ,2719 O'Donnell St,"2719 O'DONNELL ST, BALTIMORE, MD, 21224",1.62425643527716,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,70752.8933105469,1101.71137573412,19.3280925588762,80.7078210806137,16.7362877280274,0.271842405181705,P179
180,Saint Charles Park, ,4754 Melbourne Rd (Rear),"4754 MELBOURNE RD, BALTIMORE, MD, 21229 (REAR)",1.07705973318748,Y,BCRP,Mini Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,46916.9097900391,877.88108265913,9.70582996944305,82.5684175587927,8.33202773621486,0.0897416336356975,P180
181,Saint Helena Park, ,6521 Parnell Ave,"6521 PARNELL AVE, BALTIMORE, MD, 21222",0.836574658813739,Y,BCRP,Mini Park,Y,,Patterson,1,Southeastern,46,Unknown,36441.3380737305,845.033897134924,16.9371339996335,72.2399265308299,14.7296478630801,0.123225487155967,P181
182,Saint Joseph's Park, ,230 Mccurley St,"230 MCCURLEY ST, BALTIMORE, MD, 21229",6.45441859205266,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,8,Southwestern,41,Unknown,281155.597961426,2616.63252219109,86.4453591667632,98.4805178841542,65.937065362583,4.25588825282035,P182
183,Saint Katherine's Park, ,2001 Druid Hill Ave,"2001 DRUID HILL AVE, BALTIMORE, MD, 21217",0.17764095048,N,National Railroad Passenger Corporation,Alternate Provider - Green Space,N,,Druid Hill,7,Western,40,Unknown,7738.03979492188,358.27172440142,49.6729593827499,86.9299720379425,5.64282090353345,0.0100240007825763,P183
184,Saint Leo's Bocce Park, ,902 Stiles St,"902 STILES ST, BALTIMORE, MD, 21202",0.132090174770859,Y,BCRP,Mini Park,Y,,Patterson,12,Central,46,Unknown,5753.87121582031,324.931898244791,34.9784435190012,52.5015544489002,1.29814160098575,0.00171473122732397,P184
185,Saint Mary's Park, ,606 N Paca St,"606 NORTH PACA ST, BALTIMORE, MD, 21201",5.05542528018435,Y,BCRP,Neighborhood Park,Y,,Carroll,11,Central,40,Yes,220215.206115723,2952.0773685415,48.954345377901,92.9257142817997,5.00740612218756,0.253147700158094,P185
186,Schroeder & Lombard Park, ,100 S Schroeder St,"100 SOUTH SCHROEDER ST, BALTIMORE, MD, 21223",0.160824399164911,Y,BCRP,Green Space,Y,,Gwynns Falls,9,Southwestern,40,Unknown,7005.5390625,330.631118475567,37.3895881444762,69.755793551512,15.1429581699138,0.0243537663221038,P186
187,Shipley Hill 1, ,2500 Booth St,"2500 BOOTH ST, BALTIMORE, MD, 21223",0.726607609264924,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,31651.1541748047,1473.86711565659,36.1814068709446,52.6539237825171,0.146963503309473,0.00106785654071563,P187
188,Shipley Hill 2, ,2502 Boyd St,"2502 BOYD ST, BALTIMORE, MD, 21223",0.997481832874766,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,43450.4823608398,1171.82375926619,39.8990764209278,85.6168667752395,18.7589506084367,0.187118621301586,P188
189,Shirley Avenue Park, ,4001 Reisterstown Rd,"4001 REISTERSTOWN RD, BALTIMORE, MD, 21215",0.638603708436296,Y,BCRP,Mini Park,Y,,Druid Hill,6,Northern,40,Unknown,27817.6888427734,996.77897243252,66.6241283865094,84.6220030076089,15.2278380479963,0.0972463164573755,P189
190,Shot Tower, ,701 E Fayette St,"701 EAST FAYETTE ST, BALTIMORE, MD, 21202",1.28955875887,N,Department of General Services,Alternate Provider - Civic Space,Y,,Patterson,12,Central,46,Unknown,56173.1795043945,1014.27893545548,46.3769146559398,75.5174981886571,3.87121948877863,0.049921849679617,P190
191,Silverbell Park, ,5501 Silverbell Ave (Rear),"5501 SILVERBELL RD, BALTIMORE, MD, 21206 (REAR)",0.58152925459615,Y,BCRP,Mini Park,Y,,Clifton,2,Northeastern,45,Unknown,25331.5156860352,682.815419648296,0.483204547322489,88.0903100915038,87.9104858765164,0.511229283051554,P191
192,Solo Gibbs Park, ,1044 Leadenhall St,"1044 LEADENHALL ST, BALTIMORE, MD, 21230",4.97381298653182,Y,BCRP,Neighborhood Park,Y,,Carroll,11,Southern,46,Unknown,216660.160522461,3040.55122518526,40.452998000708,78.8463480582903,11.5026435640119,0.572124556364012,P192
193,Traci Atkins Park,Stricker & Ramsey Park,401 S Stricker St,"401 SOUTH STRICKER ST, BALTIMORE, MD, 21223",1.70934265109424,Y,BCRP,Neighborhood Park,Y,,Carroll,9,Southwestern,40,Unknown,74459.263671875,1223.96157501028,28.0512692393326,83.8558347087601,15.4579880936503,0.264232097336271,P193
194,Swann Park, ,201 W Mccomas St,"201 WEST MCCOMAS ST, BALTIMORE, MD, 21230",11.2242000384769,Y,BCRP,Neighborhood Park,Y,,Carroll,10,Southern,46,Unknown,488928.10925293,3138.11602038257,4.41538236909848,85.9585247562409,0.312177272300826,0.0350396818343193,P194
195,Thames Street Park, ,1832 Thames St,"1832 THAMES ST, BALTIMORE, MD, 21231",0.664115392001273,Y,BCRP,Mini Park,Y,,Patterson,1,Central,46,Unknown,28928.9819946289,703.253607341773,58.0361297663792,83.4282419408181,7.00955387875921,0.0465518986335339,P195
196,Towanda Park, ,4126 Towanda Ave,"4126 TOWANDA AVE, BALTIMORE, MD, 21215",9.23185650911705,Y,BCRP,Neighborhood Park,Y,,Druid Hill,6,Northern,40,Unknown,402141.278198242,4339.71923358392,34.1259546434936,90.2642979842408,16.9802717534747,1.5676068639562,P196
197,Union Square Park, ,31 S Gilmor St,"31 SOUTH GILMOR ST, BALTIMORE, MD, 21223",2.68275966076235,Y,BCRP,Neighborhood Park,Y,,Gwynns Falls,9,Southwestern,40,Yes,116861.478271484,1354.51722411511,77.8410508490074,96.0085271611781,86.9843473926014,2.3335996517673,P197
198,Uplands Park, ,4701 Edmondson Ave,"4701 EDMONDSON AVE, BALTIMORE, MD, 21229",35.5109895492059,Y,BCRP,Green Space,Y,,Gwynns Falls,8,Southwestern,41,Unknown,1546864.89202881,17123.2337035322,93.2452603089589,98.6938375818301,84.1796808447914,29.8932768128458,P198
199,Vincent Street Park, ,122 N Vincent St,"122 NORTH VINCENT ST, BALTIMORE, MD, 21223",0.987285067357741,Y,BCRP,Mini Park,Y,,Gwynns Falls,9,Southwestern,40,Unknown,43006.3095703125,1229.95448530747,17.3322315261688,51.9632510147303,11.6918009150368,0.115432327995208,P199
200,Violetville Park, ,1095 Joh Ave,"1095 JOH AVE, BALTIMORE, MD, 21229",10.9163810866589,Y,BCRP,Neighborhood Park,Y,,Carroll,9,Southern,41,Unknown,475519.461853027,3734.80030990576,34.1749911646745,91.6139052394421,0.830969099302478,0.0907124792898929,P200
201,War Memorial Plaza, ,101 Holliday St,"101 HOLLIDAY ST, BALTIMORE, MD, 21202",1.32330734499409,Y,BCRP,Civic Space,Y,,Carroll,11,Central,46,Unknown,57643.4984130859,962.291457957685,23.0364012655683,44.1613163468097,13.9779075479818,0.184972157031744,P201
